Time[s], HydroForceZ[N], HydroMomentY[Nm], OmegaY[rad/s], Pitch[deg]
0.32175, -188.0461, 40.4592, -0.03938, -2.1862
0.32176, -188.0520, 40.4614, -0.03937, -2.1862
0.32178, -188.0876, 40.4730, -0.03936, -2.1862
0.32179, -188.1021, 40.4766, -0.03935, -2.1862
0.32180, -188.0885, 40.4737, -0.03934, -2.1863
0.32181, -188.0706, 40.4705, -0.03933, -2.1863
0.32183, -188.0655, 40.4715, -0.03932, -2.1863
0.32184, -188.0821, 40.4774, -0.03931, -2.1864
0.32185, -188.0810, 40.4780, -0.03929, -2.1864
0.32186, -188.0778, 40.4786, -0.03928, -2.1864
0.32187, -188.0695, 40.4777, -0.03927, -2.1864
0.32189, -188.0827, 40.4827, -0.03926, -2.1865
0.32190, -188.1013, 40.4898, -0.03925, -2.1865
0.32191, -188.1044, 40.4908, -0.03924, -2.1865
0.32192, -188.1063, 40.4902, -0.03922, -2.1865
0.32194, -188.1105, 40.4931, -0.03921, -2.1866
0.32195, -188.1290, 40.4987, -0.03920, -2.1866
0.32196, -188.1555, 40.5082, -0.03919, -2.1866
0.32197, -188.1601, 40.5095, -0.03918, -2.1867
0.32199, -188.1420, 40.5061, -0.03917, -2.1867
0.32200, -188.1449, 40.5088, -0.03915, -2.1867
0.32201, -188.1683, 40.5147, -0.03914, -2.1867
0.32202, -188.1665, 40.5135, -0.03913, -2.1868
0.32204, -188.1524, 40.5104, -0.03912, -2.1868
0.32205, -188.1633, 40.5150, -0.03911, -2.1868
0.32206, -188.1713, 40.5176, -0.03910, -2.1869
0.32207, -188.1712, 40.5179, -0.03909, -2.1869
0.32209, -188.1923, 40.5261, -0.03909, -2.1869
0.32210, -188.1823, 40.5244, -0.03908, -2.1869
0.32211, -188.1586, 40.5184, -0.03907, -2.1870
0.32212, -188.1397, 40.5142, -0.03906, -2.1870
0.32214, -188.1638, 40.5220, -0.03905, -2.1870
0.32215, -188.1601, 40.5226, -0.03904, -2.1870
0.32216, -188.1501, 40.5195, -0.03903, -2.1871
0.32217, -188.1592, 40.5240, -0.03902, -2.1871
0.32219, -188.1339, 40.5179, -0.03901, -2.1871
0.32220, -188.1323, 40.5189, -0.03901, -2.1872
0.32221, -188.1989, 40.5395, -0.03900, -2.1872
0.32222, -188.2421, 40.5536, -0.03899, -2.1872
0.32224, -188.2614, 40.5596, -0.03897, -2.1872
0.32225, -188.2710, 40.5631, -0.03896, -2.1873
0.32226, -188.2681, 40.5630, -0.03894, -2.1873
0.32227, -188.2960, 40.5717, -0.03892, -2.1873
0.32229, -188.2891, 40.5697, -0.03891, -2.1874
0.32230, -188.2698, 40.5645, -0.03889, -2.1874
0.32231, -188.2722, 40.5661, -0.03888, -2.1874
0.32233, -188.3044, 40.5759, -0.03887, -2.1874
0.32234, -188.2969, 40.5756, -0.03886, -2.1875
0.32235, -188.2755, 40.5706, -0.03885, -2.1875
0.32236, -188.2536, 40.5647, -0.03884, -2.1875
0.32238, -188.2584, 40.5673, -0.03883, -2.1876
0.32239, -188.2664, 40.5705, -0.03882, -2.1876
0.32240, -188.2815, 40.5753, -0.03881, -2.1876
0.32242, -188.2811, 40.5752, -0.03880, -2.1876
0.32243, -188.2799, 40.5758, -0.03879, -2.1877
0.32244, -188.2768, 40.5764, -0.03879, -2.1877
0.32245, -188.3211, 40.5903, -0.03878, -2.1877
0.32247, -188.3258, 40.5922, -0.03877, -2.1878
0.32248, -188.3313, 40.5943, -0.03876, -2.1878
0.32249, -188.3312, 40.5965, -0.03875, -2.1878
0.32251, -188.3291, 40.5979, -0.03873, -2.1878
0.32252, -188.3035, 40.5925, -0.03872, -2.1879
0.32253, -188.3009, 40.5929, -0.03871, -2.1879
0.32255, -188.3462, 40.6041, -0.03870, -2.1879
0.32256, -188.3578, 40.6083, -0.03869, -2.1880
0.32257, -188.3755, 40.6138, -0.03867, -2.1880
0.32258, -188.3468, 40.6069, -0.03866, -2.1880
0.32260, -188.3495, 40.6080, -0.03865, -2.1880
0.32261, -188.3712, 40.6159, -0.03864, -2.1881
0.32262, -188.3773, 40.6196, -0.03863, -2.1881
0.32264, -188.3794, 40.6200, -0.03862, -2.1881
0.32265, -188.3763, 40.6200, -0.03861, -2.1882
0.32266, -188.3865, 40.6236, -0.03860, -2.1882
0.32267, -188.3801, 40.6228, -0.03859, -2.1882
0.32269, -188.4107, 40.6335, -0.03858, -2.1882
0.32270, -188.4152, 40.6352, -0.03857, -2.1883
0.32271, -188.4335, 40.6419, -0.03856, -2.1883
0.32273, -188.4180, 40.6394, -0.03854, -2.1883
0.32274, -188.4163, 40.6391, -0.03853, -2.1884
0.32275, -188.4021, 40.6347, -0.03852, -2.1884
0.32277, -188.4090, 40.6377, -0.03851, -2.1884
0.32278, -188.4271, 40.6439, -0.03850, -2.1885
0.32279, -188.4188, 40.6432, -0.03849, -2.1885
0.32281, -188.4380, 40.6495, -0.03848, -2.1885
0.32282, -188.4492, 40.6532, -0.03847, -2.1885
0.32283, -188.4247, 40.6481, -0.03846, -2.1886
0.32285, -188.4569, 40.6590, -0.03845, -2.1886
0.32286, -188.4762, 40.6651, -0.03844, -2.1886
0.32287, -188.5080, 40.6740, -0.03842, -2.1887
0.32289, -188.5043, 40.6735, -0.03841, -2.1887
0.32290, -188.5069, 40.6755, -0.03839, -2.1887
0.32291, -188.5080, 40.6776, -0.03838, -2.1887
0.32293, -188.4913, 40.6720, -0.03837, -2.1888
0.32294, -188.4662, 40.6639, -0.03836, -2.1888
0.32295, -188.4468, 40.6584, -0.03835, -2.1888
0.32297, -188.4597, 40.6658, -0.03834, -2.1889
0.32298, -188.4703, 40.6703, -0.03834, -2.1889
0.32299, -188.4815, 40.6756, -0.03833, -2.1889
0.32301, -188.4660, 40.6735, -0.03832, -2.1889
0.32302, -188.4640, 40.6736, -0.03831, -2.1890
0.32303, -188.4824, 40.6797, -0.03830, -2.1890
0.32305, -188.4857, 40.6819, -0.03829, -2.1890
0.32306, -188.4953, 40.6851, -0.03828, -2.1891
0.32307, -188.5010, 40.6869, -0.03827, -2.1891
0.32309, -188.4924, 40.6847, -0.03826, -2.1891
0.32310, -188.5114, 40.6923, -0.03825, -2.1892
0.32311, -188.5286, 40.6979, -0.03824, -2.1892
0.32313, -188.4950, 40.6883, -0.03823, -2.1892
0.32314, -188.5246, 40.6968, -0.03822, -2.1892
0.32315, -188.5232, 40.6972, -0.03821, -2.1893
0.32317, -188.4920, 40.6914, -0.03820, -2.1893
0.32318, -188.4935, 40.6945, -0.03819, -2.1893
0.32320, -188.5219, 40.7042, -0.03818, -2.1894
0.32321, -188.5184, 40.7021, -0.03817, -2.1894
0.32322, -188.5109, 40.7012, -0.03816, -2.1894
0.32324, -188.5367, 40.7099, -0.03815, -2.1895
0.32325, -188.5335, 40.7125, -0.03814, -2.1895
0.32326, -188.5427, 40.7153, -0.03813, -2.1895
0.32328, -188.5245, 40.7117, -0.03811, -2.1895
0.32329, -188.5566, 40.7218, -0.03810, -2.1896
0.32330, -188.5512, 40.7223, -0.03809, -2.1896
0.32332, -188.5644, 40.7261, -0.03807, -2.1896
0.32333, -188.5600, 40.7257, -0.03806, -2.1897
0.32334, -188.5565, 40.7238, -0.03805, -2.1897
0.32336, -188.5415, 40.7232, -0.03804, -2.1897
0.32337, -188.5604, 40.7310, -0.03803, -2.1898
0.32339, -188.5530, 40.7298, -0.03802, -2.1898
0.32340, -188.5395, 40.7274, -0.03801, -2.1898
0.32341, -188.5361, 40.7269, -0.03800, -2.1898
0.32343, -188.5569, 40.7343, -0.03799, -2.1899
0.32344, -188.5617, 40.7369, -0.03798, -2.1899
0.32345, -188.5723, 40.7414, -0.03797, -2.1899
0.32347, -188.5955, 40.7494, -0.03796, -2.1900
0.32348, -188.6248, 40.7583, -0.03794, -2.1900
0.32350, -188.6267, 40.7605, -0.03793, -2.1900
0.32351, -188.6054, 40.7549, -0.03791, -2.1901
0.32352, -188.5818, 40.7497, -0.03790, -2.1901
0.32354, -188.5707, 40.7475, -0.03789, -2.1901
0.32355, -188.5665, 40.7466, -0.03788, -2.1901
0.32357, -188.5880, 40.7541, -0.03787, -2.1902
0.32358, -188.6084, 40.7601, -0.03786, -2.1902
0.32359, -188.6341, 40.7691, -0.03785, -2.1902
0.32361, -188.6185, 40.7665, -0.03784, -2.1903
0.32362, -188.6276, 40.7702, -0.03783, -2.1903
0.32364, -188.6238, 40.7714, -0.03782, -2.1903
0.32365, -188.6411, 40.7763, -0.03781, -2.1904
0.32366, -188.6464, 40.7801, -0.03780, -2.1904
0.32368, -188.6352, 40.7783, -0.03778, -2.1904
0.32369, -188.6314, 40.7796, -0.03777, -2.1904
0.32371, -188.6266, 40.7794, -0.03776, -2.1905
0.32372, -188.6508, 40.7875, -0.03774, -2.1905
0.32373, -188.6291, 40.7813, -0.03773, -2.1905
0.32375, -188.6194, 40.7799, -0.03772, -2.1906
0.32376, -188.6365, 40.7850, -0.03771, -2.1906
0.32378, -188.6506, 40.7912, -0.03770, -2.1906
0.32379, -188.6482, 40.7917, -0.03769, -2.1907
0.32380, -188.6338, 40.7886, -0.03768, -2.1907
0.32382, -188.6505, 40.7946, -0.03767, -2.1907
0.32383, -188.6443, 40.7934, -0.03766, -2.1907
0.32385, -188.6729, 40.8018, -0.03765, -2.1908
0.32386, -188.6891, 40.8076, -0.03764, -2.1908
0.32388, -188.7192, 40.8190, -0.03763, -2.1908
0.32389, -188.7373, 40.8255, -0.03762, -2.1909
0.32390, -188.7469, 40.8288, -0.03760, -2.1909
0.32392, -188.7279, 40.8242, -0.03758, -2.1909
0.32393, -188.7206, 40.8241, -0.03757, -2.1910
0.32395, -188.7033, 40.8200, -0.03755, -2.1910
0.32396, -188.6925, 40.8178, -0.03754, -2.1910
0.32397, -188.7032, 40.8228, -0.03753, -2.1911
0.32399, -188.6914, 40.8204, -0.03752, -2.1911
0.32400, -188.6662, 40.8135, -0.03752, -2.1911
0.32402, -188.6552, 40.8111, -0.03751, -2.1911
0.32403, -188.6541, 40.8119, -0.03750, -2.1912
0.32405, -188.6712, 40.8179, -0.03750, -2.1912
0.32406, -188.6425, 40.8110, -0.03749, -2.1912
0.32407, -188.6385, 40.8103, -0.03749, -2.1913
0.32409, -188.6494, 40.8147, -0.03748, -2.1913
0.32410, -188.6592, 40.8187, -0.03748, -2.1913
0.32412, -188.7038, 40.8337, -0.03747, -2.1914
0.32413, -188.7124, 40.8381, -0.03746, -2.1914
0.32415, -188.7513, 40.8488, -0.03745, -2.1914
0.32416, -188.7477, 40.8499, -0.03743, -2.1915
0.32417, -188.7166, 40.8409, -0.03742, -2.1915
0.32419, -188.7167, 40.8417, -0.03740, -2.1915
0.32420, -188.7082, 40.8407, -0.03739, -2.1915
0.32422, -188.7071, 40.8413, -0.03738, -2.1916
0.32423, -188.7215, 40.8472, -0.03737, -2.1916
0.32425, -188.7763, 40.8650, -0.03737, -2.1916
0.32426, -188.7935, 40.8725, -0.03735, -2.1917
0.32428, -188.7910, 40.8740, -0.03734, -2.1917
0.32429, -188.7630, 40.8667, -0.03732, -2.1917
0.32431, -188.7428, 40.8623, -0.03730, -2.1918
0.32432, -188.7491, 40.8654, -0.03729, -2.1918
0.32433, -188.7629, 40.8712, -0.03728, -2.1918
0.32435, -188.7736, 40.8749, -0.03726, -2.1919
0.32436, -188.7881, 40.8798, -0.03725, -2.1919
0.32438, -188.7795, 40.8794, -0.03724, -2.1919
0.32439, -188.8075, 40.8878, -0.03723, -2.1919
0.32441, -188.8084, 40.8889, -0.03721, -2.1920
0.32442, -188.7877, 40.8835, -0.03720, -2.1920
0.32444, -188.8059, 40.8892, -0.03719, -2.1920
0.32445, -188.8356, 40.8987, -0.03718, -2.1921
0.32447, -188.8117, 40.8942, -0.03717, -2.1921
0.32448, -188.7771, 40.8863, -0.03716, -2.1921
0.32449, -188.7546, 40.8806, -0.03715, -2.1922
0.32451, -188.7798, 40.8899, -0.03714, -2.1922
0.32452, -188.7698, 40.8884, -0.03713, -2.1922
0.32454, -188.7761, 40.8916, -0.03712, -2.1923
0.32455, -188.7723, 40.8929, -0.03711, -2.1923
0.32457, -188.7800, 40.8966, -0.03710, -2.1923
0.32458, -188.8021, 40.9048, -0.03709, -2.1924
0.32460, -188.8165, 40.9116, -0.03708, -2.1924
0.32461, -188.7907, 40.9044, -0.03707, -2.1924
0.32463, -188.7878, 40.9016, -0.03705, -2.1924
0.32464, -188.7945, 40.9047, -0.03704, -2.1925
0.32466, -188.8114, 40.9107, -0.03703, -2.1925
0.32467, -188.8368, 40.9191, -0.03702, -2.1925
0.32469, -188.8621, 40.9290, -0.03701, -2.1926
0.32470, -188.8980, 40.9409, -0.03700, -2.1926
0.32471, -188.8780, 40.9358, -0.03699, -2.1926
0.32473, -188.8741, 40.9358, -0.03697, -2.1927
0.32474, -188.8318, 40.9250, -0.03695, -2.1927
0.32476, -188.8238, 40.9236, -0.03694, -2.1927
0.32477, -188.8177, 40.9243, -0.03693, -2.1928
0.32479, -188.8111, 40.9244, -0.03692, -2.1928
0.32480, -188.8213, 40.9283, -0.03692, -2.1928
0.32482, -188.7944, 40.9202, -0.03691, -2.1929
0.32483, -188.8137, 40.9277, -0.03690, -2.1929
0.32485, -188.8235, 40.9316, -0.03689, -2.1929
0.32486, -188.8024, 40.9264, -0.03689, -2.1929
0.32488, -188.8168, 40.9324, -0.03688, -2.1930
0.32489, -188.8072, 40.9315, -0.03687, -2.1930
0.32491, -188.8002, 40.9315, -0.03686, -2.1930
0.32492, -188.8277, 40.9397, -0.03685, -2.1931
0.32494, -188.8462, 40.9464, -0.03684, -2.1931
0.32495, -188.8481, 40.9493, -0.03683, -2.1931
0.32497, -188.8327, 40.9454, -0.03682, -2.1932
0.32498, -188.8223, 40.9438, -0.03680, -2.1932
0.32500, -188.8244, 40.9459, -0.03679, -2.1932
0.32501, -188.8634, 40.9591, -0.03678, -2.1933
0.32503, -188.8443, 40.9555, -0.03677, -2.1933
0.32504, -188.8315, 40.9520, -0.03676, -2.1933
0.32506, -188.8714, 40.9642, -0.03675, -2.1934
0.32507, -188.8661, 40.9632, -0.03673, -2.1934
0.32509, -188.8567, 40.9624, -0.03672, -2.1934
0.32510, -188.8525, 40.9602, -0.03671, -2.1935
0.32512, -188.8302, 40.9559, -0.03670, -2.1935
0.32513, -188.8095, 40.9520, -0.03670, -2.1935
0.32515, -188.8141, 40.9557, -0.03669, -2.1935
0.32516, -188.8525, 40.9693, -0.03669, -2.1936
0.32518, -188.8824, 40.9797, -0.03668, -2.1936
0.32519, -188.8707, 40.9783, -0.03666, -2.1936
0.32521, -188.8614, 40.9780, -0.03665, -2.1937
0.32522, -188.8796, 40.9860, -0.03663, -2.1937
0.32524, -188.8673, 40.9830, -0.03661, -2.1937
0.32525, -188.8355, 40.9749, -0.03660, -2.1938
0.32527, -188.8302, 40.9733, -0.03659, -2.1938
0.32528, -188.8291, 40.9747, -0.03658, -2.1938
0.32530, -188.8356, 40.9777, -0.03657, -2.1939
0.32531, -188.8540, 40.9839, -0.03656, -2.1939
0.32533, -188.8513, 40.9842, -0.03655, -2.1939
0.32534, -188.8850, 40.9944, -0.03655, -2.1940
0.32536, -188.8916, 40.9986, -0.03654, -2.1940
0.32537, -188.8903, 40.9989, -0.03652, -2.1940
0.32539, -188.8511, 40.9903, -0.03651, -2.1940
0.32540, -188.8572, 40.9937, -0.03650, -2.1941
0.32542, -188.8552, 40.9949, -0.03649, -2.1941
0.32543, -188.8588, 40.9960, -0.03648, -2.1941
0.32545, -188.8705, 41.0022, -0.03647, -2.1942
0.32546, -188.8832, 41.0092, -0.03646, -2.1942
0.32548, -188.8820, 41.0118, -0.03645, -2.1942
0.32549, -188.8761, 41.0107, -0.03643, -2.1943
0.32551, -188.8821, 41.0135, -0.03642, -2.1943
0.32552, -188.8706, 41.0131, -0.03640, -2.1943
0.32554, -188.8570, 41.0105, -0.03639, -2.1944
0.32555, -188.8413, 41.0074, -0.03638, -2.1944
0.32557, -188.8299, 41.0055, -0.03636, -2.1944
0.32558, -188.8295, 41.0046, -0.03636, -2.1945
0.32560, -188.8569, 41.0159, -0.03635, -2.1945
0.32561, -188.8627, 41.0194, -0.03634, -2.1945
0.32563, -188.8668, 41.0213, -0.03633, -2.1946
0.32564, -188.8835, 41.0286, -0.03632, -2.1946
0.32566, -188.8891, 41.0314, -0.03631, -2.1946
0.32567, -188.8883, 41.0330, -0.03629, -2.1946
0.32569, -188.8693, 41.0290, -0.03628, -2.1947
0.32571, -188.8745, 41.0317, -0.03627, -2.1947
0.32572, -188.8957, 41.0406, -0.03625, -2.1947
0.32573, -188.9034, 41.0446, -0.03624, -2.1948
0.32575, -188.8710, 41.0343, -0.03623, -2.1948
0.32577, -188.8144, 41.0168, -0.03621, -2.1948
0.32578, -188.8194, 41.0212, -0.03621, -2.1949
0.32580, -188.8446, 41.0317, -0.03621, -2.1949
0.32581, -188.8610, 41.0387, -0.03620, -2.1949
0.32583, -188.8537, 41.0379, -0.03620, -2.1950
0.32584, -188.8353, 41.0329, -0.03618, -2.1950
0.32586, -188.8460, 41.0375, -0.03617, -2.1950
0.32587, -188.8610, 41.0432, -0.03617, -2.1951
0.32589, -188.8741, 41.0482, -0.03616, -2.1951
0.32590, -188.8695, 41.0483, -0.03615, -2.1951
0.32592, -188.8499, 41.0445, -0.03613, -2.1952
0.32593, -188.8513, 41.0470, -0.03612, -2.1952
0.32595, -188.8692, 41.0536, -0.03611, -2.1952
0.32596, -188.8754, 41.0568, -0.03610, -2.1952
0.32598, -188.8520, 41.0494, -0.03609, -2.1953
0.32599, -188.8338, 41.0453, -0.03608, -2.1953
0.32601, -188.8618, 41.0553, -0.03607, -2.1953
0.32603, -188.8526, 41.0551, -0.03607, -2.1954
0.32604, -188.8391, 41.0526, -0.03606, -2.1954
0.32605, -188.8289, 41.0507, -0.03605, -2.1954
0.32607, -188.8503, 41.0596, -0.03604, -2.1955
0.32609, -188.8625, 41.0648, -0.03603, -2.1955
0.32610, -188.8725, 41.0690, -0.03602, -2.1955
0.32612, -188.8760, 41.0701, -0.03601, -2.1956
0.32613, -188.8800, 41.0731, -0.03600, -2.1956
0.32615, -188.8800, 41.0751, -0.03598, -2.1956
0.32616, -188.8566, 41.0703, -0.03597, -2.1957
0.32618, -188.8661, 41.0753, -0.03596, -2.1957
0.32619, -188.8353, 41.0682, -0.03595, -2.1957
0.32621, -188.8419, 41.0712, -0.03594, -2.1958
0.32622, -188.8185, 41.0663, -0.03593, -2.1958
0.32624, -188.8311, 41.0713, -0.03592, -2.1958
0.32625, -188.8184, 41.0697, -0.03591, -2.1958
0.32627, -188.8262, 41.0734, -0.03591, -2.1959
0.32628, -188.8360, 41.0777, -0.03590, -2.1959
0.32630, -188.8288, 41.0774, -0.03589, -2.1959
0.32632, -188.8206, 41.0782, -0.03588, -2.1960
0.32633, -188.8040, 41.0760, -0.03587, -2.1960
0.32635, -188.7829, 41.0708, -0.03586, -2.1960
0.32636, -188.7720, 41.0674, -0.03585, -2.1961
0.32638, -188.7466, 41.0602, -0.03584, -2.1961
0.32639, -188.7335, 41.0587, -0.03583, -2.1961
0.32641, -188.7687, 41.0685, -0.03583, -2.1962
0.32642, -188.7871, 41.0755, -0.03583, -2.1962
0.32644, -188.7705, 41.0726, -0.03583, -2.1962
0.32645, -188.7750, 41.0767, -0.03582, -2.1963
0.32647, -188.7983, 41.0853, -0.03581, -2.1963
0.32649, -188.8058, 41.0896, -0.03580, -2.1963
0.32650, -188.8123, 41.0942, -0.03579, -2.1964
0.32651, -188.7917, 41.0896, -0.03577, -2.1964
0.32653, -188.7715, 41.0838, -0.03576, -2.1964
0.32655, -188.7630, 41.0831, -0.03575, -2.1964
0.32656, -188.7641, 41.0863, -0.03574, -2.1965
0.32658, -188.7267, 41.0757, -0.03573, -2.1965
0.32659, -188.7278, 41.0771, -0.03573, -2.1965
0.32661, -188.6898, 41.0677, -0.03572, -2.1966
0.32662, -188.6949, 41.0720, -0.03572, -2.1966
0.32664, -188.6882, 41.0722, -0.03572, -2.1966
0.32665, -188.7122, 41.0815, -0.03571, -2.1967
0.32667, -188.7268, 41.0866, -0.03571, -2.1967
0.32669, -188.7318, 41.0894, -0.03570, -2.1967
0.32670, -188.7305, 41.0910, -0.03568, -2.1968
0.32672, -188.7164, 41.0877, -0.03567, -2.1968
0.32673, -188.7271, 41.0927, -0.03566, -2.1968
0.32675, -188.7277, 41.0940, -0.03565, -2.1969
0.32676, -188.7176, 41.0939, -0.03564, -2.1969
0.32678, -188.7343, 41.0993, -0.03563, -2.1969
0.32679, -188.7277, 41.0992, -0.03562, -2.1970
0.32681, -188.7355, 41.1011, -0.03561, -2.1970
0.32682, -188.7447, 41.1067, -0.03560, -2.1970
0.32684, -188.7552, 41.1113, -0.03559, -2.1970
0.32685, -188.7205, 41.1045, -0.03558, -2.1971
0.32687, -188.7531, 41.1159, -0.03557, -2.1971
0.32688, -188.7385, 41.1133, -0.03556, -2.1971
0.32690, -188.7206, 41.1085, -0.03555, -2.1972
0.32692, -188.7423, 41.1170, -0.03554, -2.1972
0.32693, -188.7293, 41.1141, -0.03553, -2.1972
0.32695, -188.6954, 41.1074, -0.03552, -2.1973
0.32696, -188.6942, 41.1067, -0.03551, -2.1973
0.32698, -188.6529, 41.0981, -0.03550, -2.1973
0.32699, -188.6379, 41.0959, -0.03550, -2.1974
0.32701, -188.6344, 41.0963, -0.03549, -2.1974
0.32702, -188.6422, 41.1004, -0.03549, -2.1974
0.32704, -188.6277, 41.0989, -0.03548, -2.1975
0.32705, -188.6108, 41.0961, -0.03548, -2.1975
0.32707, -188.6119, 41.0989, -0.03547, -2.1975
0.32709, -188.5771, 41.0885, -0.03546, -2.1975
0.32710, -188.5827, 41.0916, -0.03546, -2.1976
0.32712, -188.5781, 41.0929, -0.03545, -2.1976
0.32713, -188.5813, 41.0974, -0.03545, -2.1976
0.32715, -188.5688, 41.0940, -0.03544, -2.1977
0.32716, -188.5374, 41.0870, -0.03544, -2.1977
0.32718, -188.5840, 41.1023, -0.03543, -2.1977
0.32719, -188.5940, 41.1074, -0.03542, -2.1978
0.32721, -188.5999, 41.1096, -0.03541, -2.1978
0.32722, -188.6079, 41.1149, -0.03540, -2.1978
0.32724, -188.6062, 41.1174, -0.03539, -2.1979
0.32726, -188.5900, 41.1150, -0.03538, -2.1979
0.32727, -188.6023, 41.1191, -0.03536, -2.1979
0.32729, -188.6014, 41.1214, -0.03535, -2.1980
0.32730, -188.5959, 41.1225, -0.03534, -2.1980
0.32732, -188.6058, 41.1276, -0.03532, -2.1980
0.32733, -188.5872, 41.1237, -0.03531, -2.1981
0.32735, -188.5472, 41.1130, -0.03530, -2.1981
0.32736, -188.5218, 41.1068, -0.03529, -2.1981
0.32738, -188.5088, 41.1048, -0.03528, -2.1981
0.32739, -188.4960, 41.1028, -0.03528, -2.1982
0.32741, -188.4922, 41.1040, -0.03528, -2.1982
0.32743, -188.4879, 41.1046, -0.03528, -2.1982
0.32744, -188.4846, 41.1059, -0.03528, -2.1983
0.32746, -188.4895, 41.1090, -0.03527, -2.1983
0.32747, -188.4865, 41.1102, -0.03526, -2.1983
0.32749, -188.4777, 41.1106, -0.03526, -2.1984
0.32750, -188.4510, 41.1050, -0.03525, -2.1984
0.32752, -188.4712, 41.1126, -0.03524, -2.1984
0.32753, -188.4495, 41.1089, -0.03523, -2.1985
0.32755, -188.4441, 41.1087, -0.03522, -2.1985
0.32756, -188.4149, 41.1021, -0.03521, -2.1985
0.32758, -188.4092, 41.1010, -0.03521, -2.1986
0.32760, -188.3962, 41.0992, -0.03520, -2.1986
0.32761, -188.4134, 41.1052, -0.03520, -2.1986
0.32763, -188.3972, 41.1022, -0.03519, -2.1986
0.32764, -188.3771, 41.0977, -0.03519, -2.1987
0.32766, -188.3622, 41.0954, -0.03519, -2.1987
0.32767, -188.3769, 41.1011, -0.03518, -2.1987
0.32769, -188.3814, 41.1046, -0.03518, -2.1988
0.32771, -188.3788, 41.1065, -0.03517, -2.1988
0.32772, -188.3477, 41.1003, -0.03517, -2.1988
0.32774, -188.3324, 41.0963, -0.03516, -2.1989
0.32775, -188.3018, 41.0902, -0.03515, -2.1989
0.32777, -188.2899, 41.0876, -0.03515, -2.1989
0.32778, -188.2839, 41.0873, -0.03515, -2.1990
0.32780, -188.3068, 41.0956, -0.03514, -2.1990
0.32781, -188.3314, 41.1065, -0.03514, -2.1990
0.32783, -188.3319, 41.1077, -0.03513, -2.1991
0.32784, -188.3021, 41.1003, -0.03512, -2.1991
0.32786, -188.3177, 41.1050, -0.03511, -2.1991
0.32788, -188.3157, 41.1073, -0.03511, -2.1991
0.32789, -188.3482, 41.1192, -0.03510, -2.1992
0.32791, -188.3149, 41.1124, -0.03509, -2.1992
0.32792, -188.3265, 41.1169, -0.03508, -2.1992
0.32794, -188.3204, 41.1172, -0.03507, -2.1993
0.32795, -188.2790, 41.1062, -0.03506, -2.1993
0.32797, -188.2990, 41.1142, -0.03505, -2.1993
0.32798, -188.2788, 41.1100, -0.03504, -2.1994
0.32800, -188.2719, 41.1100, -0.03503, -2.1994
0.32802, -188.2687, 41.1101, -0.03503, -2.1994
0.32803, -188.2214, 41.0997, -0.03502, -2.1995
0.32805, -188.2603, 41.1137, -0.03502, -2.1995
0.32806, -188.2606, 41.1172, -0.03501, -2.1995
0.32808, -188.2747, 41.1216, -0.03500, -2.1996
0.32809, -188.2342, 41.1117, -0.03499, -2.1996
0.32811, -188.2370, 41.1134, -0.03498, -2.1996
0.32812, -188.2472, 41.1181, -0.03497, -2.1996
0.32814, -188.2501, 41.1206, -0.03497, -2.1997
0.32815, -188.2198, 41.1147, -0.03496, -2.1997
0.32817, -188.2652, 41.1279, -0.03495, -2.1997
0.32819, -188.2538, 41.1288, -0.03494, -2.1998
0.32820, -188.2522, 41.1309, -0.03493, -2.1998
0.32822, -188.2295, 41.1263, -0.03492, -2.1998
0.32823, -188.2151, 41.1226, -0.03491, -2.1999
0.32825, -188.2096, 41.1240, -0.03490, -2.1999
0.32826, -188.2138, 41.1266, -0.03489, -2.1999
0.32828, -188.1877, 41.1216, -0.03488, -2.2000
0.32830, -188.1836, 41.1214, -0.03487, -2.2000
0.32831, -188.1891, 41.1263, -0.03487, -2.2000
0.32833, -188.1913, 41.1272, -0.03486, -2.2000
0.32834, -188.1690, 41.1231, -0.03485, -2.2001
0.32836, -188.1621, 41.1210, -0.03485, -2.2001
0.32837, -188.1383, 41.1172, -0.03484, -2.2001
0.32839, -188.1609, 41.1275, -0.03484, -2.2002
0.32841, -188.1420, 41.1240, -0.03483, -2.2002
0.32842, -188.1445, 41.1255, -0.03482, -2.2002
0.32844, -188.1287, 41.1228, -0.03481, -2.2003
0.32845, -188.1359, 41.1260, -0.03481, -2.2003
0.32847, -188.1262, 41.1253, -0.03480, -2.2003
0.32848, -188.1268, 41.1273, -0.03479, -2.2004
0.32850, -188.1147, 41.1261, -0.03478, -2.2004
0.32851, -188.1032, 41.1243, -0.03478, -2.2004
0.32853, -188.0847, 41.1225, -0.03477, -2.2005
0.32855, -188.0983, 41.1285, -0.03476, -2.2005
0.32856, -188.0817, 41.1259, -0.03476, -2.2005
0.32858, -188.0431, 41.1131, -0.03475, -2.2005
0.32859, -188.0271, 41.1112, -0.03474, -2.2006
0.32861, -188.0306, 41.1134, -0.03474, -2.2006
0.32862, -188.0206, 41.1132, -0.03474, -2.2006
0.32864, -187.9898, 41.1064, -0.03474, -2.2007
0.32865, -187.9783, 41.1057, -0.03473, -2.2007
