Time[s], HydroForceZ[N], HydroMomentY[Nm], OmegaY[rad/s], Pitch[deg]
0.31665, -187.2342, 39.8543, -0.04232, -2.1741
0.31666, -187.2104, 39.8491, -0.04232, -2.1741
0.31666, -187.2179, 39.8513, -0.04233, -2.1741
0.31667, -187.2246, 39.8551, -0.04233, -2.1742
0.31668, -187.2345, 39.8588, -0.04233, -2.1742
0.31669, -187.2400, 39.8605, -0.04233, -2.1742
0.31670, -187.2253, 39.8566, -0.04233, -2.1742
0.31671, -187.1994, 39.8506, -0.04233, -2.1743
0.31672, -187.2345, 39.8618, -0.04232, -2.1743
0.31673, -187.2380, 39.8652, -0.04232, -2.1743
0.31674, -187.2606, 39.8725, -0.04232, -2.1743
0.31675, -187.2584, 39.8730, -0.04232, -2.1744
0.31676, -187.2416, 39.8683, -0.04231, -2.1744
0.31677, -187.2228, 39.8636, -0.04231, -2.1744
0.31678, -187.2139, 39.8613, -0.04230, -2.1744
0.31679, -187.1961, 39.8565, -0.04230, -2.1745
0.31680, -187.2279, 39.8657, -0.04230, -2.1745
0.31681, -187.1925, 39.8578, -0.04230, -2.1745
0.31682, -187.1849, 39.8578, -0.04230, -2.1745
0.31683, -187.2127, 39.8652, -0.04230, -2.1746
0.31684, -187.2065, 39.8620, -0.04229, -2.1746
0.31685, -187.1578, 39.8504, -0.04229, -2.1746
0.31686, -187.1616, 39.8533, -0.04229, -2.1746
0.31687, -187.1613, 39.8536, -0.04229, -2.1747
0.31688, -187.1830, 39.8610, -0.04229, -2.1747
0.31689, -187.1544, 39.8543, -0.04229, -2.1747
0.31690, -187.1570, 39.8543, -0.04229, -2.1747
0.31691, -187.1275, 39.8472, -0.04229, -2.1747
0.31692, -187.1280, 39.8480, -0.04229, -2.1748
0.31693, -187.1047, 39.8434, -0.04229, -2.1748
0.31694, -187.1621, 39.8588, -0.04229, -2.1748
0.31695, -187.1366, 39.8532, -0.04229, -2.1748
0.31696, -187.1320, 39.8535, -0.04229, -2.1749
0.31697, -187.1279, 39.8543, -0.04228, -2.1749
0.31698, -187.1291, 39.8552, -0.04228, -2.1749
0.31699, -187.1187, 39.8539, -0.04228, -2.1749
0.31700, -187.1379, 39.8605, -0.04227, -2.1750
0.31701, -187.1256, 39.8589, -0.04227, -2.1750
0.31702, -187.1418, 39.8631, -0.04227, -2.1750
0.31703, -187.1038, 39.8542, -0.04226, -2.1750
0.31704, -187.0818, 39.8461, -0.04226, -2.1751
0.31705, -187.0420, 39.8348, -0.04225, -2.1751
0.31706, -187.0500, 39.8388, -0.04225, -2.1751
0.31707, -187.0427, 39.8360, -0.04226, -2.1751
0.31708, -187.0527, 39.8391, -0.04226, -2.1752
0.31709, -187.0672, 39.8438, -0.04226, -2.1752
0.31710, -187.0634, 39.8444, -0.04226, -2.1752
0.31711, -187.0577, 39.8443, -0.04226, -2.1752
0.31712, -187.0704, 39.8484, -0.04226, -2.1753
0.31713, -187.0513, 39.8441, -0.04226, -2.1753
0.31714, -187.0553, 39.8458, -0.04226, -2.1753
0.31715, -187.0870, 39.8556, -0.04226, -2.1753
0.31716, -187.1116, 39.8631, -0.04226, -2.1753
0.31717, -187.1104, 39.8645, -0.04225, -2.1754
0.31718, -187.1090, 39.8652, -0.04225, -2.1754
0.31719, -187.0794, 39.8564, -0.04224, -2.1754
0.31720, -187.0852, 39.8586, -0.04224, -2.1754
0.31721, -187.0930, 39.8629, -0.04223, -2.1755
0.31722, -187.0801, 39.8606, -0.04223, -2.1755
0.31723, -187.0609, 39.8568, -0.04223, -2.1755
0.31724, -187.0740, 39.8610, -0.04222, -2.1755
0.31725, -187.0697, 39.8618, -0.04222, -2.1756
0.31726, -187.0766, 39.8645, -0.04221, -2.1756
0.31727, -187.0780, 39.8638, -0.04221, -2.1756
0.31728, -187.0748, 39.8625, -0.04220, -2.1756
0.31729, -187.0441, 39.8558, -0.04220, -2.1757
0.31730, -187.0618, 39.8615, -0.04220, -2.1757
0.31731, -187.0544, 39.8607, -0.04220, -2.1757
0.31732, -187.0481, 39.8590, -0.04219, -2.1757
0.31733, -187.0574, 39.8626, -0.04219, -2.1758
0.31734, -187.0580, 39.8623, -0.04219, -2.1758
0.31735, -187.0468, 39.8606, -0.04219, -2.1758
0.31736, -187.0603, 39.8652, -0.04218, -2.1758
0.31737, -187.0362, 39.8601, -0.04218, -2.1759
0.31738, -187.0387, 39.8603, -0.04218, -2.1759
0.31739, -187.0477, 39.8646, -0.04218, -2.1759
0.31740, -187.0672, 39.8698, -0.04217, -2.1759
0.31741, -187.0652, 39.8713, -0.04217, -2.1759
0.31742, -187.0729, 39.8727, -0.04217, -2.1760
0.31743, -187.0264, 39.8614, -0.04216, -2.1760
0.31744, -187.0358, 39.8647, -0.04216, -2.1760
0.31745, -187.0322, 39.8652, -0.04216, -2.1760
0.31746, -187.0504, 39.8720, -0.04215, -2.1761
0.31747, -187.0034, 39.8576, -0.04215, -2.1761
0.31748, -187.0210, 39.8621, -0.04215, -2.1761
0.31749, -187.0121, 39.8604, -0.04215, -2.1761
0.31750, -187.0216, 39.8634, -0.04215, -2.1762
0.31751, -187.0212, 39.8654, -0.04215, -2.1762
0.31752, -187.0283, 39.8684, -0.04214, -2.1762
0.31753, -187.0191, 39.8662, -0.04214, -2.1762
0.31754, -187.0097, 39.8639, -0.04214, -2.1763
0.31755, -186.9763, 39.8568, -0.04214, -2.1763
0.31756, -187.0262, 39.8710, -0.04213, -2.1763
0.31757, -187.0314, 39.8729, -0.04213, -2.1763
0.31758, -186.9988, 39.8642, -0.04213, -2.1764
0.31759, -186.9874, 39.8627, -0.04212, -2.1764
0.31760, -186.9882, 39.8635, -0.04212, -2.1764
0.31761, -186.9775, 39.8608, -0.04212, -2.1764
0.31762, -186.9921, 39.8656, -0.04212, -2.1764
0.31763, -186.9657, 39.8595, -0.04211, -2.1765
0.31764, -186.9792, 39.8637, -0.04211, -2.1765
0.31765, -186.9758, 39.8642, -0.04211, -2.1765
0.31766, -186.9771, 39.8654, -0.04211, -2.1765
0.31766, -186.9698, 39.8650, -0.04210, -2.1766
0.31767, -186.9619, 39.8635, -0.04210, -2.1766
0.31768, -186.9795, 39.8680, -0.04210, -2.1766
0.31770, -187.0113, 39.8787, -0.04209, -2.1766
0.31771, -187.0055, 39.8777, -0.04209, -2.1767
0.31772, -186.9653, 39.8658, -0.04208, -2.1767
0.31772, -186.9449, 39.8599, -0.04208, -2.1767
0.31773, -186.9393, 39.8598, -0.04208, -2.1767
0.31774, -186.9316, 39.8586, -0.04208, -2.1768
0.31776, -186.9490, 39.8644, -0.04208, -2.1768
0.31777, -186.9472, 39.8640, -0.04208, -2.1768
0.31777, -186.9561, 39.8675, -0.04208, -2.1768
0.31778, -186.9607, 39.8704, -0.04207, -2.1769
0.31779, -186.9779, 39.8750, -0.04207, -2.1769
0.31781, -186.9719, 39.8744, -0.04207, -2.1769
0.31782, -186.9701, 39.8745, -0.04206, -2.1769
0.31783, -186.9541, 39.8717, -0.04206, -2.1770
0.31783, -186.9644, 39.8743, -0.04205, -2.1770
0.31784, -186.9472, 39.8709, -0.04205, -2.1770
0.31785, -186.9584, 39.8731, -0.04205, -2.1770
0.31786, -186.9218, 39.8643, -0.04204, -2.1770
0.31787, -186.9448, 39.8713, -0.04204, -2.1771
0.31788, -186.9356, 39.8695, -0.04204, -2.1771
0.31789, -186.9581, 39.8756, -0.04204, -2.1771
0.31790, -186.9402, 39.8738, -0.04204, -2.1771
0.31791, -186.9607, 39.8798, -0.04203, -2.1772
0.31792, -186.9456, 39.8755, -0.04203, -2.1772
0.31793, -186.9736, 39.8830, -0.04202, -2.1772
0.31794, -186.9329, 39.8729, -0.04202, -2.1772
0.31795, -186.9212, 39.8706, -0.04202, -2.1773
0.31796, -186.9047, 39.8669, -0.04201, -2.1773
0.31797, -186.9572, 39.8806, -0.04201, -2.1773
0.31798, -186.9647, 39.8855, -0.04201, -2.1773
0.31799, -186.9747, 39.8893, -0.04201, -2.1774
0.31800, -186.9663, 39.8886, -0.04200, -2.1774
0.31801, -186.9722, 39.8919, -0.04199, -2.1774
0.31802, -186.9622, 39.8907, -0.04199, -2.1774
0.31803, -186.9630, 39.8902, -0.04198, -2.1775
0.31805, -186.9495, 39.8870, -0.04197, -2.1775
0.31805, -186.9541, 39.8894, -0.04197, -2.1775
0.31806, -186.9382, 39.8872, -0.04196, -2.1775
0.31807, -186.9393, 39.8884, -0.04196, -2.1776
0.31809, -186.9521, 39.8912, -0.04195, -2.1776
0.31810, -186.9572, 39.8940, -0.04195, -2.1776
0.31811, -186.9546, 39.8933, -0.04194, -2.1776
0.31811, -186.9486, 39.8940, -0.04194, -2.1777
0.31812, -186.9534, 39.8968, -0.04193, -2.1777
0.31814, -186.9678, 39.9001, -0.04193, -2.1777
0.31815, -186.9337, 39.8904, -0.04192, -2.1777
0.31816, -186.9010, 39.8800, -0.04192, -2.1777
0.31816, -186.8932, 39.8778, -0.04192, -2.1778
0.31817, -186.9143, 39.8855, -0.04192, -2.1778
0.31818, -186.8948, 39.8812, -0.04192, -2.1778
0.31820, -186.8939, 39.8808, -0.04192, -2.1778
0.31821, -186.8870, 39.8812, -0.04192, -2.1779
0.31822, -186.9113, 39.8900, -0.04192, -2.1779
0.31823, -186.8726, 39.8790, -0.04191, -2.1779
0.31824, -186.8702, 39.8783, -0.04191, -2.1779
0.31825, -186.8308, 39.8690, -0.04191, -2.1780
0.31826, -186.8903, 39.8857, -0.04191, -2.1780
0.31827, -186.8899, 39.8869, -0.04191, -2.1780
0.31828, -186.9088, 39.8929, -0.04190, -2.1780
0.31829, -186.9144, 39.8956, -0.04190, -2.1781
0.31830, -186.9083, 39.8965, -0.04189, -2.1781
0.31831, -186.9327, 39.9038, -0.04189, -2.1781
0.31832, -186.8856, 39.8900, -0.04188, -2.1781
0.31833, -186.8762, 39.8872, -0.04187, -2.1782
0.31834, -186.9044, 39.8952, -0.04187, -2.1782
0.31835, -186.8919, 39.8933, -0.04187, -2.1782
0.31836, -186.8997, 39.8946, -0.04186, -2.1782
0.31837, -186.8756, 39.8888, -0.04186, -2.1783
0.31838, -186.8691, 39.8872, -0.04186, -2.1783
0.31839, -186.8702, 39.8897, -0.04186, -2.1783
0.31840, -186.9034, 39.8991, -0.04186, -2.1783
0.31841, -186.9044, 39.9020, -0.04185, -2.1784
0.31842, -186.9230, 39.9074, -0.04185, -2.1784
0.31843, -186.9253, 39.9084, -0.04184, -2.1784
0.31844, -186.9689, 39.9215, -0.04184, -2.1784
0.31845, -186.9861, 39.9267, -0.04183, -2.1785
0.31846, -186.9776, 39.9244, -0.04182, -2.1785
0.31847, -186.9486, 39.9175, -0.04181, -2.1785
0.31848, -186.9150, 39.9084, -0.04180, -2.1785
0.31849, -186.9163, 39.9107, -0.04180, -2.1785
0.31850, -186.9250, 39.9145, -0.04179, -2.1786
0.31851, -186.8996, 39.9075, -0.04179, -2.1786
0.31852, -186.9165, 39.9120, -0.04179, -2.1786
0.31853, -186.9048, 39.9095, -0.04178, -2.1786
0.31854, -186.9166, 39.9120, -0.04178, -2.1787
0.31855, -186.9280, 39.9172, -0.04178, -2.1787
0.31856, -186.9425, 39.9213, -0.04177, -2.1787
0.31857, -186.9005, 39.9118, -0.04177, -2.1787
0.31858, -186.9111, 39.9139, -0.04176, -2.1788
0.31859, -186.9396, 39.9226, -0.04176, -2.1788
0.31860, -186.9590, 39.9282, -0.04176, -2.1788
0.31861, -186.9503, 39.9268, -0.04175, -2.1788
0.31862, -186.9671, 39.9317, -0.04175, -2.1789
0.31863, -186.9449, 39.9264, -0.04174, -2.1789
0.31864, -186.9613, 39.9316, -0.04174, -2.1789
0.31865, -186.9336, 39.9259, -0.04173, -2.1789
0.31866, -186.9438, 39.9289, -0.04173, -2.1790
0.31867, -186.9283, 39.9250, -0.04172, -2.1790
0.31868, -186.9484, 39.9313, -0.04172, -2.1790
0.31869, -186.9317, 39.9277, -0.04171, -2.1790
0.31871, -186.9307, 39.9271, -0.04171, -2.1791
0.31872, -186.9327, 39.9275, -0.04170, -2.1791
0.31872, -186.9186, 39.9241, -0.04170, -2.1791
0.31873, -186.9092, 39.9237, -0.04170, -2.1791
0.31875, -186.9411, 39.9333, -0.04170, -2.1792
0.31876, -186.9602, 39.9406, -0.04169, -2.1792
0.31877, -186.9468, 39.9383, -0.04169, -2.1792
0.31878, -186.9522, 39.9410, -0.04168, -2.1792
0.31879, -186.9677, 39.9455, -0.04167, -2.1793
0.31880, -186.9964, 39.9543, -0.04166, -2.1793
0.31881, -186.9941, 39.9541, -0.04166, -2.1793
0.31882, -186.9754, 39.9480, -0.04165, -2.1793
0.31883, -186.9792, 39.9507, -0.04164, -2.1794
0.31884, -186.9748, 39.9509, -0.04163, -2.1794
0.31885, -186.9640, 39.9482, -0.04163, -2.1794
0.31886, -186.9802, 39.9538, -0.04162, -2.1794
0.31887, -187.0063, 39.9609, -0.04162, -2.1795
0.31888, -187.0154, 39.9634, -0.04161, -2.1795
0.31889, -187.0390, 39.9706, -0.04160, -2.1795
0.31890, -187.0168, 39.9665, -0.04160, -2.1795
0.31891, -187.0076, 39.9642, -0.04159, -2.1796
0.31892, -186.9866, 39.9582, -0.04158, -2.1796
0.31893, -186.9979, 39.9616, -0.04158, -2.1796
0.31894, -186.9930, 39.9613, -0.04157, -2.1796
0.31895, -187.0053, 39.9656, -0.04157, -2.1797
0.31896, -187.0009, 39.9650, -0.04156, -2.1797
0.31897, -187.0076, 39.9673, -0.04156, -2.1797
0.31898, -186.9976, 39.9661, -0.04155, -2.1797
0.31899, -187.0260, 39.9752, -0.04155, -2.1798
0.31900, -187.0180, 39.9735, -0.04154, -2.1798
0.31901, -187.0229, 39.9763, -0.04153, -2.1798
0.31903, -187.0278, 39.9792, -0.04153, -2.1798
0.31904, -187.0210, 39.9774, -0.04152, -2.1799
0.31905, -187.0184, 39.9777, -0.04151, -2.1799
0.31906, -187.0480, 39.9847, -0.04151, -2.1799
0.31907, -187.0112, 39.9764, -0.04150, -2.1799
0.31908, -187.0333, 39.9822, -0.04149, -2.1800
0.31909, -187.0156, 39.9784, -0.04149, -2.1800
0.31910, -187.0167, 39.9792, -0.04148, -2.1800
0.31911, -187.0083, 39.9775, -0.04148, -2.1800
0.31912, -187.0081, 39.9777, -0.04147, -2.1801
0.31913, -186.9871, 39.9732, -0.04147, -2.1801
0.31914, -187.0242, 39.9832, -0.04147, -2.1801
0.31915, -187.0483, 39.9931, -0.04146, -2.1801
0.31916, -187.0544, 39.9945, -0.04146, -2.1802
0.31917, -187.0420, 39.9934, -0.04145, -2.1802
0.31918, -187.0539, 39.9973, -0.04144, -2.1802
0.31919, -187.0486, 39.9977, -0.04143, -2.1802
0.31920, -187.0468, 39.9983, -0.04142, -2.1803
0.31921, -187.0376, 39.9946, -0.04141, -2.1803
0.31922, -187.0559, 40.0001, -0.04141, -2.1803
0.31923, -187.0650, 40.0050, -0.04140, -2.1803
0.31925, -187.0884, 40.0120, -0.04139, -2.1804
0.31926, -187.0847, 40.0115, -0.04138, -2.1804
0.31927, -187.0904, 40.0135, -0.04138, -2.1804
0.31928, -187.0470, 40.0025, -0.04137, -2.1804
0.31929, -187.0157, 39.9939, -0.04136, -2.1805
0.31930, -187.0456, 40.0031, -0.04135, -2.1805
0.31931, -187.0621, 40.0070, -0.04135, -2.1805
0.31932, -187.0588, 40.0077, -0.04135, -2.1805
0.31933, -187.0964, 40.0185, -0.04134, -2.1806
0.31934, -187.0964, 40.0205, -0.04134, -2.1806
0.31935, -187.1047, 40.0247, -0.04133, -2.1806
0.31936, -187.0986, 40.0235, -0.04132, -2.1806
0.31937, -187.1509, 40.0362, -0.04131, -2.1807
0.31938, -187.1343, 40.0332, -0.04130, -2.1807
0.31939, -187.1378, 40.0349, -0.04129, -2.1807
0.31940, -187.1383, 40.0346, -0.04128, -2.1807
0.31941, -187.1397, 40.0348, -0.04128, -2.1808
0.31943, -187.1259, 40.0313, -0.04127, -2.1808
0.31944, -187.1236, 40.0315, -0.04126, -2.1808
0.31945, -187.1310, 40.0357, -0.04126, -2.1808
0.31946, -187.1418, 40.0395, -0.04125, -2.1809
0.31947, -187.1523, 40.0447, -0.04125, -2.1809
0.31948, -187.1974, 40.0578, -0.04124, -2.1809
0.31949, -187.1536, 40.0467, -0.04123, -2.1809
0.31950, -187.1466, 40.0440, -0.04122, -2.1810
0.31951, -187.1380, 40.0416, -0.04121, -2.1810
0.31952, -187.1679, 40.0514, -0.04120, -2.1810
0.31953, -187.1709, 40.0516, -0.04120, -2.1810
0.31954, -187.1833, 40.0553, -0.04119, -2.1811
0.31955, -187.1735, 40.0544, -0.04118, -2.1811
0.31956, -187.1911, 40.0585, -0.04118, -2.1811
0.31957, -187.1685, 40.0543, -0.04117, -2.1811
0.31958, -187.1788, 40.0573, -0.04117, -2.1812
0.31960, -187.1516, 40.0510, -0.04116, -2.1812
0.31961, -187.1708, 40.0566, -0.04115, -2.1812
0.31962, -187.1609, 40.0551, -0.04115, -2.1812
0.31963, -187.1960, 40.0645, -0.04114, -2.1813
0.31964, -187.1902, 40.0643, -0.04114, -2.1813
0.31965, -187.1923, 40.0660, -0.04113, -2.1813
0.31966, -187.1701, 40.0610, -0.04112, -2.1813
0.31967, -187.1788, 40.0638, -0.04111, -2.1814
0.31968, -187.1903, 40.0677, -0.04111, -2.1814
0.31969, -187.1985, 40.0686, -0.04110, -2.1814
0.31970, -187.1993, 40.0697, -0.04110, -2.1814
0.31971, -187.2256, 40.0779, -0.04109, -2.1815
0.31972, -187.2305, 40.0814, -0.04108, -2.1815
0.31973, -187.2442, 40.0846, -0.04108, -2.1815
0.31974, -187.2057, 40.0763, -0.04107, -2.1815
0.31976, -187.2260, 40.0820, -0.04106, -2.1816
0.31977, -187.2273, 40.0843, -0.04105, -2.1816
0.31978, -187.2478, 40.0923, -0.04104, -2.1816
0.31979, -187.2382, 40.0913, -0.04103, -2.1816
0.31980, -187.2474, 40.0949, -0.04102, -2.1817
0.31981, -187.2814, 40.1069, -0.04101, -2.1817
0.31982, -187.3005, 40.1114, -0.04100, -2.1817
0.31983, -187.2788, 40.1049, -0.04099, -2.1817
0.31984, -187.2868, 40.1081, -0.04097, -2.1818
0.31985, -187.3116, 40.1151, -0.04096, -2.1818
0.31986, -187.3282, 40.1209, -0.04095, -2.1818
0.31987, -187.3403, 40.1243, -0.04094, -2.1818
0.31988, -187.3341, 40.1228, -0.04093, -2.1819
0.31989, -187.3389, 40.1261, -0.04092, -2.1819
0.31990, -187.3331, 40.1253, -0.04091, -2.1819
0.31992, -187.3291, 40.1247, -0.04090, -2.1819
0.31993, -187.3532, 40.1321, -0.04090, -2.1820
0.31994, -187.3455, 40.1322, -0.04089, -2.1820
0.31995, -187.3232, 40.1249, -0.04088, -2.1820
0.31996, -187.2941, 40.1189, -0.04087, -2.1820
0.31997, -187.3217, 40.1269, -0.04086, -2.1821
0.31998, -187.3357, 40.1316, -0.04086, -2.1821
0.31999, -187.3522, 40.1376, -0.04085, -2.1821
0.32000, -187.3658, 40.1421, -0.04084, -2.1821
0.32001, -187.4290, 40.1578, -0.04083, -2.1822
0.32002, -187.4352, 40.1606, -0.04082, -2.1822
0.32003, -187.4410, 40.1632, -0.04081, -2.1822
0.32004, -187.4090, 40.1549, -0.04080, -2.1822
0.32005, -187.4292, 40.1608, -0.04079, -2.1823
0.32007, -187.4300, 40.1630, -0.04078, -2.1823
0.32008, -187.4217, 40.1617, -0.04077, -2.1823
0.32009, -187.4330, 40.1696, -0.04076, -2.1823
0.32010, -187.4566, 40.1757, -0.04075, -2.1824
0.32011, -187.4236, 40.1661, -0.04073, -2.1824
0.32012, -187.4569, 40.1762, -0.04072, -2.1824
0.32013, -187.4529, 40.1759, -0.04071, -2.1824
0.32014, -187.4418, 40.1729, -0.04070, -2.1825
0.32015, -187.4499, 40.1762, -0.04069, -2.1825
0.32016, -187.4512, 40.1770, -0.04068, -2.1825
0.32018, -187.4594, 40.1801, -0.04067, -2.1825
0.32019, -187.4651, 40.1826, -0.04066, -2.1826
0.32020, -187.4780, 40.1881, -0.04066, -2.1826
0.32021, -187.4611, 40.1816, -0.04065, -2.1826
0.32022, -187.4543, 40.1802, -0.04064, -2.1826
0.32023, -187.4418, 40.1780, -0.04063, -2.1827
0.32024, -187.4427, 40.1786, -0.04062, -2.1827
0.32025, -187.4654, 40.1856, -0.04062, -2.1827
0.32026, -187.4649, 40.1863, -0.04061, -2.1827
0.32027, -187.4534, 40.1852, -0.04061, -2.1828
0.32029, -187.4465, 40.1833, -0.04060, -2.1828
0.32030, -187.4472, 40.1848, -0.04059, -2.1828
0.32031, -187.4494, 40.1865, -0.04059, -2.1829
0.32032, -187.4505, 40.1869, -0.04058, -2.1829
0.32033, -187.4826, 40.1960, -0.04057, -2.1829
0.32034, -187.4813, 40.1964, -0.04056, -2.1829
0.32035, -187.5003, 40.2048, -0.04056, -2.1830
0.32036, -187.5297, 40.2156, -0.04055, -2.1830
0.32038, -187.5286, 40.2143, -0.04053, -2.1830
0.32039, -187.5368, 40.2182, -0.04052, -2.1830
0.32040, -187.5510, 40.2229, -0.04051, -2.1831
0.32041, -187.5697, 40.2274, -0.04050, -2.1831
0.32042, -187.5235, 40.2166, -0.04048, -2.1831
0.32043, -187.4989, 40.2088, -0.04047, -2.1831
0.32044, -187.4912, 40.2072, -0.04046, -2.1832
0.32045, -187.5091, 40.2127, -0.04046, -2.1832
0.32046, -187.5122, 40.2142, -0.04045, -2.1832
0.32048, -187.5375, 40.2215, -0.04045, -2.1832
0.32049, -187.5217, 40.2185, -0.04044, -2.1833
0.32050, -187.5358, 40.2228, -0.04043, -2.1833
0.32051, -187.5306, 40.2221, -0.04043, -2.1833
0.32052, -187.5118, 40.2171, -0.04042, -2.1833
0.32053, -187.4700, 40.2080, -0.04041, -2.1834
0.32054, -187.4815, 40.2115, -0.04041, -2.1834
0.32055, -187.4823, 40.2136, -0.04040, -2.1834
0.32057, -187.5064, 40.2207, -0.04040, -2.1834
0.32058, -187.5032, 40.2202, -0.04039, -2.1835
0.32059, -187.5043, 40.2221, -0.04039, -2.1835
0.32060, -187.4938, 40.2195, -0.04038, -2.1835
0.32061, -187.5183, 40.2261, -0.04037, -2.1836
0.32062, -187.5379, 40.2336, -0.04036, -2.1836
0.32063, -187.5588, 40.2408, -0.04036, -2.1836
0.32065, -187.5635, 40.2436, -0.04035, -2.1836
0.32066, -187.5974, 40.2537, -0.04034, -2.1837
0.32067, -187.6212, 40.2620, -0.04032, -2.1837
0.32068, -187.6401, 40.2690, -0.04031, -2.1837
0.32069, -187.6292, 40.2664, -0.04029, -2.1837
0.32070, -187.6249, 40.2644, -0.04028, -2.1838
0.32071, -187.5792, 40.2506, -0.04027, -2.1838
0.32072, -187.5915, 40.2535, -0.04026, -2.1838
0.32074, -187.5958, 40.2552, -0.04025, -2.1838
0.32075, -187.6108, 40.2606, -0.04025, -2.1839
0.32076, -187.6210, 40.2647, -0.04024, -2.1839
0.32077, -187.6084, 40.2632, -0.04023, -2.1839
0.32078, -187.6202, 40.2683, -0.04023, -2.1839
0.32079, -187.6345, 40.2722, -0.04022, -2.1840
0.32081, -187.6476, 40.2768, -0.04021, -2.1840
0.32082, -187.6822, 40.2860, -0.04020, -2.1840
0.32083, -187.6674, 40.2841, -0.04019, -2.1841
0.32084, -187.6680, 40.2859, -0.04018, -2.1841
0.32085, -187.6695, 40.2883, -0.04017, -2.1841
0.32086, -187.6824, 40.2934, -0.04015, -2.1841
0.32087, -187.6842, 40.2940, -0.04014, -2.1842
0.32088, -187.6862, 40.2952, -0.04013, -2.1842
0.32090, -187.6865, 40.2969, -0.04012, -2.1842
0.32091, -187.7037, 40.3015, -0.04011, -2.1842
0.32092, -187.7105, 40.3039, -0.04010, -2.1843
0.32093, -187.7009, 40.3023, -0.04008, -2.1843
0.32094, -187.7035, 40.3027, -0.04007, -2.1843
0.32095, -187.7001, 40.3020, -0.04007, -2.1843
0.32097, -187.6950, 40.3028, -0.04006, -2.1844
0.32098, -187.6908, 40.3032, -0.04005, -2.1844
0.32099, -187.7107, 40.3092, -0.04004, -2.1844
0.32100, -187.7252, 40.3140, -0.04003, -2.1844
0.32101, -187.7391, 40.3182, -0.04002, -2.1845
0.32102, -187.7210, 40.3134, -0.04001, -2.1845
0.32104, -187.7436, 40.3201, -0.04001, -2.1845
0.32105, -187.7405, 40.3201, -0.04000, -2.1846
0.32106, -187.7358, 40.3196, -0.03999, -2.1846
0.32107, -187.7735, 40.3316, -0.03998, -2.1846
0.32108, -187.7649, 40.3328, -0.03997, -2.1846
0.32109, -187.7541, 40.3298, -0.03996, -2.1847
0.32111, -187.7443, 40.3282, -0.03995, -2.1847
0.32112, -187.7639, 40.3368, -0.03994, -2.1847
0.32113, -187.8023, 40.3506, -0.03992, -2.1847
0.32114, -187.8455, 40.3645, -0.03991, -2.1848
0.32115, -187.8204, 40.3584, -0.03989, -2.1848
0.32116, -187.7849, 40.3475, -0.03987, -2.1848
0.32118, -187.7922, 40.3493, -0.03986, -2.1849
0.32119, -187.8005, 40.3527, -0.03985, -2.1849
0.32120, -187.8038, 40.3537, -0.03984, -2.1849
0.32121, -187.7922, 40.3498, -0.03983, -2.1849
0.32122, -187.7935, 40.3514, -0.03982, -2.1850
0.32123, -187.8048, 40.3565, -0.03981, -2.1850
0.32125, -187.8112, 40.3596, -0.03981, -2.1850
0.32126, -187.8215, 40.3642, -0.03980, -2.1850
0.32127, -187.8405, 40.3703, -0.03979, -2.1851
0.32128, -187.7785, 40.3522, -0.03978, -2.1851
0.32129, -187.8115, 40.3619, -0.03977, -2.1851
0.32131, -187.8448, 40.3728, -0.03976, -2.1851
0.32132, -187.8615, 40.3789, -0.03975, -2.1852
0.32133, -187.8944, 40.3889, -0.03974, -2.1852
0.32134, -187.8940, 40.3900, -0.03973, -2.1852
0.32135, -187.9027, 40.3922, -0.03972, -2.1853
0.32137, -187.8869, 40.3897, -0.03970, -2.1853
0.32138, -187.8845, 40.3884, -0.03969, -2.1853
0.32139, -187.8657, 40.3822, -0.03968, -2.1853
0.32140, -187.8949, 40.3920, -0.03967, -2.1854
0.32141, -187.8867, 40.3921, -0.03966, -2.1854
0.32143, -187.9054, 40.3976, -0.03966, -2.1854
0.32144, -187.9069, 40.3991, -0.03965, -2.1854
0.32145, -187.9234, 40.4037, -0.03964, -2.1855
0.32146, -187.9504, 40.4121, -0.03963, -2.1855
0.32147, -187.9643, 40.4171, -0.03962, -2.1855
0.32149, -187.9544, 40.4155, -0.03960, -2.1856
0.32150, -187.9393, 40.4103, -0.03959, -2.1856
0.32151, -187.9463, 40.4137, -0.03958, -2.1856
0.32152, -187.9542, 40.4160, -0.03957, -2.1856
0.32153, -187.9423, 40.4135, -0.03956, -2.1857
0.32155, -187.9344, 40.4121, -0.03956, -2.1857
0.32156, -187.9498, 40.4186, -0.03955, -2.1857
0.32157, -187.9556, 40.4204, -0.03954, -2.1857
0.32158, -187.9635, 40.4239, -0.03953, -2.1858
0.32159, -187.9480, 40.4208, -0.03952, -2.1858
0.32160, -187.9437, 40.4209, -0.03951, -2.1858
0.32162, -187.9402, 40.4217, -0.03950, -2.1859
0.32163, -187.9508, 40.4253, -0.03949, -2.1859
0.32164, -187.9743, 40.4336, -0.03949, -2.1859
0.32165, -188.0018, 40.4421, -0.03947, -2.1859
0.32167, -188.0134, 40.4432, -0.03946, -2.1860
0.32168, -188.0052, 40.4419, -0.03945, -2.1860
0.32169, -187.9945, 40.4397, -0.03944, -2.1860
0.32170, -188.0268, 40.4498, -0.03943, -2.1860
0.32171, -188.0460, 40.4571, -0.03942, -2.1861
0.32173, -188.0384, 40.4568, -0.03941, -2.1861
0.32174, -188.0414, 40.4584, -0.03940, -2.1861
